province_from,municipality_to,population_group,flow
6,660,Other,45.82982
6,661,Black African,350865.5116
6,661,Coloured,3393.54017
6,661,Indian or Asian,1601.89225
6,661,White,30489.75404
6,661,Other,813.75194
6,662,Black African,399676.0654
6,662,Coloured,3482.6257
6,662,Indian or Asian,3137.5351
6,662,White,40042.87091
6,662,Other,990.54582
6,663,Black African,37388.45599
6,663,Coloured,760.86305
6,663,Indian or Asian,361.89443
6,663,White,6892.31919
6,663,Other,121.61819
6,664,Black African,225594.6875
6,664,Coloured,364.03185
6,664,Indian or Asian,377.14051
6,664,White,845.20294
6,664,Other,136.45555
6,665,Black African,103991.5683
6,665,Coloured,706.06772
6,665,Indian or Asian,65.26237
6,665,White,690.58883
6,665,Other,80.09559
6,666,Black African,113088.6667
6,666,Coloured,1703.86107
6,666,Indian or Asian,160.91957
6,666,White,6094.6749
6,666,Other,143.12284
6,667,Black African,263203.2506
6,667,Coloured,6158.70107
6,667,Indian or Asian,1609.41097
6,667,White,2942.27875
6,667,Other,189.63403
6,668,Black African,146678.5724
6,668,Coloured,3079.36743
6,668,Indian or Asian,558.20868
6,668,White,12199.20597
6,668,Other,246.94941
6,669,Black African,137171.4583
6,669,Coloured,1198.50517
6,669,Indian or Asian,766.04881
6,669,White,4325.46748
6,669,Other,161.55281
6,670,Black African,46126.21682
6,670,Coloured,9267.86271
6,670,Indian or Asian,606.13911
6,670,White,5407.62894
6,670,Other,307.34209
6,671,Black African,54093.24094
6,671,Coloured,1293.89741
6,671,Indian or Asian,197.16384
6,671,White,2955.60617
6,671,Other,92.70873
6,672,Black African,170145.1531
6,672,Coloured,1610.28218
6,672,Indian or Asian,161.47914
6,672,White,571.45175
6,672,Other,111.94614
6,673,Black African,40422.64447
6,673,Coloured,3630.3581
6,673,Indian or Asian,164.58287
6,673,White,4086.47242
6,673,Other,74.19493
6,674,Black African,98718.54533
6,674,Coloured,1340.1452
6,674,Indian or Asian,93.78582
6,674,White,1896.93494
6,674,Other,126.44311
6,675,Black African,49652.63538
6,675,Coloured,1501.21566
6,675,Indian or Asian,131.50236
6,675,White,2653.57957
6,675,Other,386.84451
6,676,Black African,107166.3251
6,676,Coloured,10044.06331
6,676,Indian or Asian,1152.01114
6,676,White,23859.36415
6,676,Other,329.75873
6,677,Black African,291688.2222
6,677,Coloured,12238.59995
6,677,Indian or Asian,2081.54217
6,677,White,48963.7434
6,677,Other,491.82676
6,678,Black African,67044.60689
6,678,Coloured,1741.60305
6,678,Indian or Asian,166.67673
6,678,White,5580.01809
6,678,Other,108.34264
6,363,Black African,14.12255
6,363,Coloured,1.13218
6,363,Indian or Asian,0
6,363,White,6.52411
6,363,Other,3.88287
6,364,Black African,8.0817
6,364,Coloured,14.61398
6,364,Indian or Asian,0
6,364,White,29.69878
6,364,Other,0
6,365,Black African,12.43851
6,365,Coloured,3.46054
6,365,Indian or Asian,0
6,365,White,4.96652
6,365,Other,1.39961
6,366,Black African,9.10534
6,366,Coloured,3.49254
6,366,Indian or Asian,0
6,366,White,15.05754
6,366,Other,1.32653
6,367,Black African,3.64124
6,367,Coloured,0
6,367,Indian or Asian,0
6,367,White,10.11591
6,367,Other,0
6,368,Black African,538.74314
6,368,Coloured,4.94942
6,368,Indian or Asian,0
6,368,White,15.76574
6,368,Other,5.30612
6,369,Black African,16.93109
6,369,Coloured,1.16418
6,369,Indian or Asian,0
6,369,White,6.53593
6,369,Other,0
6,370,Black African,24.04627
6,370,Coloured,2.32836
6,370,Indian or Asian,0
6,370,White,14.70253
6,370,Other,2.64124
6,371,Black African,64.40033
6,371,Coloured,18.37088
6,371,Indian or Asian,6.52411
6,371,White,14.15551
6,371,Other,0
6,372,Black African,9.33515
6,372,Coloured,5.91925
6,372,Indian or Asian,0
6,372,White,7.44978
6,372,Other,0
6,373,Black African,10.88092
6,373,Coloured,4.52872
6,373,Indian or Asian,0
6,373,White,6.20815
6,373,Other,2.64124
6,374,Black African,28.70058
6,374,Coloured,5.29636
6,374,Indian or Asian,0
6,374,White,45.51222
6,374,Other,3.88287
6,375,Black African,63.10619
6,375,Coloured,24.19178
6,375,Indian or Asian,0
6,375,White,22.16413
6,375,Other,0
6,376,Black African,113.49951
6,376,Coloured,9.08526
6,376,Indian or Asian,0
6,376,White,66.45388
6,376,Other,4.05267
6,377,Black African,14.32656
6,377,Coloured,15.13669
6,377,Indian or Asian,1.39961
6,377,White,1.32653
6,377,Other,0
6,378,Black African,5439.99503
6,378,Coloured,85.53067
6,378,Indian or Asian,3.89469
6,378,White,38.15557
6,378,Other,144.01218
6,379,Black African,252.63043
6,379,Coloured,50.61409
6,379,Indian or Asian,1.39961
6,379,White,128.62099
6,379,Other,10.89274
6,380,Black African,30.77887
6,380,Coloured,4.94942
6,380,Indian or Asian,0
6,380,White,18.3049
6,380,Other,2.56816
6,381,Black African,419.43987
6,381,Coloured,21.08794
6,381,Indian or Asian,4.96652
6,381,White,68.98494
6,381,Other,8.84939
6,382,Black African,274.14877
6,382,Coloured,23.76742
6,382,Indian or Asian,3.88287
6,382,White,53.97239
6,382,Other,0
6,383,Black African,1667.82242
6,383,Coloured,134.67508
6,383,Indian or Asian,8.0817
6,383,White,231.43033
6,383,Other,10.88092
6,384,Black African,291.55549
6,384,Coloured,25.26423
6,384,Indian or Asian,1.39961
6,384,White,38.28418
6,384,Other,37.01282
6,385,Black African,172.04381
6,385,Coloured,19.63341
6,385,Indian or Asian,2.64124
6,385,White,42.16455
6,385,Other,0
6,386,Black African,2383.84151
6,386,Coloured,70.0454
6,386,Indian or Asian,3.87096
6,386,White,177.34386
6,386,Other,7.68075
6,360,Black African,773.46752
6,360,Coloured,35.76256
6,360,Indian or Asian,12.78972
6,360,White,86.47183
6,360,Other,4.25138
6,361,Black African,1359.88553
6,361,Coloured,87.51764
6,361,Indian or Asian,2.47135
6,361,White,150.80714
6,361,Other,14.7903
6,362,Black African,1200.21666
6,362,Coloured,82.75895
6,362,Indian or Asian,4.04085
6,362,White,159.83084
6,362,Other,7.60776
6,160,Black African,20.01906
6,160,Coloured,1
6,160,Indian or Asian,1
6,160,White,69.48735
6,160,Other,1.53375
6,161,Black African,27.47262
6,161,Coloured,1.92466
6,161,Indian or Asian,0
6,161,White,29.09243
6,161,Other,0
6,162,Black African,29.39081
6,162,Coloured,24.53511
6,162,Indian or Asian,3.70463
6,162,White,38.79583
6,162,Other,3.0675
6,163,Black African,36.59431
6,163,Coloured,24.77596
6,163,Indian or Asian,1.26615
6,163,White,169.50319
6,163,Other,0
6,164,Black African,28.98539
6,164,Coloured,14.77946
6,164,Indian or Asian,1.92466
6,164,White,82.11056
6,164,Other,4.60125
6,165,Black African,66.21246
6,165,Coloured,3.54888
6,165,Indian or Asian,0
6,165,White,38.70172
6,165,Other,1.92466
6,166,Black African,29.0774
6,166,Coloured,15.52116
6,166,Indian or Asian,0
6,166,White,129.79809
6,166,Other,0
6,167,Black African,24.80608
6,167,Coloured,14.15317
6,167,Indian or Asian,0
6,167,White,119.64257
6,167,Other,0
6,168,Black African,18.67065
6,168,Coloured,26.1607
6,168,Indian or Asian,4.95586
6,168,White,86.90014
6,168,Other,6.135
6,169,Black African,9.11508
6,169,Coloured,9.01867
6,169,Indian or Asian,1.26615
6,169,White,39.71098
6,169,Other,0
6,170,Black African,14.08446
6,170,Coloured,0
6,170,Indian or Asian,0
6,170,White,42.76531
6,170,Other,0
6,171,Black African,15.6207
6,171,Coloured,3.54041
6,171,Indian or Asian,0
6,171,White,21.45699
6,171,Other,0
6,172,Black African,35.56301
6,172,Coloured,0
6,172,Indian or Asian,0
6,172,White,147.56655
6,172,Other,0
6,173,Black African,5.9399
6,173,Coloured,0
6,173,Indian or Asian,0
6,173,White,51.29033
6,173,Other,0
6,174,Black African,0
6,174,Coloured,14.83972
6,174,Indian or Asian,0
6,174,White,11.38835
6,174,Other,0
6,175,Black African,5.34469
6,175,Coloured,10.93014
6,175,Indian or Asian,0
6,175,White,154.31917
6,175,Other,4.60125
6,176,Black African,56.21623
6,176,Coloured,6.74503
6,176,Indian or Asian,0
6,176,White,470.9045
6,176,Other,7.66875
6,177,Black African,51.0862
6,177,Coloured,3.50337
6,177,Indian or Asian,0
6,177,White,311.95778
6,177,Other,3.0675
6,178,Black African,9.39189
6,178,Coloured,4.18296
6,178,Indian or Asian,0
6,178,White,57.58515
6,178,Other,0
6,179,Black African,14.21492
6,179,Coloured,0
6,179,Indian or Asian,1.92466
6,179,White,58.27738
6,179,Other,1.53375
6,180,Black African,11.71949
6,180,Coloured,0
6,180,Indian or Asian,0
6,180,White,77.36134
6,180,Other,7.66875
6,181,Black African,3.60821
6,181,Coloured,0
6,181,Indian or Asian,0
6,181,White,2.42356
6,181,Other,0
6,182,Black African,6.32458
6,182,Coloured,1.18296
6,182,Indian or Asian,0
6,182,White,12.6545
6,182,Other,0
6,183,Black African,12.76643
6,183,Coloured,2.34898
6,183,Indian or Asian,0
6,183,White,31.19518
6,183,Other,0
6,199,Black African,1125.90206
6,199,Coloured,272.77043
6,199,Indian or Asian,88.09316
6,199,White,1406.26732
6,199,Other,82.8225
7,261,Black African,53.60788
7,261,Coloured,89.03377
7,261,Indian or Asian,3.37377
7,261,White,149.9237
7,261,Other,1.12459
7,262,Black African,37.89626
7,262,Coloured,8.99672
7,262,Indian or Asian,2.24918
7,262,White,30.905
7,262,Other,6.74754
7,263,Black African,13.416
7,263,Coloured,14.21525
7,263,Indian or Asian,0
7,263,White,7.37904
7,263,Other,0
7,264,Black African,252.06889
7,264,Coloured,26.4918
7,264,Indian or Asian,24.24262
7,264,White,377.87544
7,264,Other,21.36721
7,265,Black African,142.22559
7,265,Coloured,34.61311
7,265,Indian or Asian,0
7,265,White,878.38324
7,265,Other,22.99344
7,266,Black African,165.11717
7,266,Coloured,11.2459
7,266,Indian or Asian,0
7,266,White,75.61658
7,266,Other,26.58574
7,267,Black African,3.68952
7,267,Coloured,1.12459
7,267,Indian or Asian,0
7,267,White,35.58318
7,267,Other,2.24918
7,268,Black African,299.89756
7,268,Coloured,62.76378
7,268,Indian or Asian,4.49836
7,268,White,1729.19396
7,268,Other,38.86756
7,269,Black African,44.79552
7,269,Coloured,27.62166
7,269,Indian or Asian,1.12459
7,269,White,100.88466
7,269,Other,13.12131
7,270,Black African,785.4068
7,270,Coloured,1.19894
7,270,Indian or Asian,6
7,270,White,5.87982
7,270,Other,28.52107
7,271,Black African,1249.3186
7,271,Coloured,6
7,271,Indian or Asian,4.49836
7,271,White,15.82112
7,271,Other,10.44088
7,272,Black African,53.83763
7,272,Coloured,2.24918
7,272,Indian or Asian,0
7,272,White,194.57236
7,272,Other,3.37377
7,273,Black African,640.84105
7,273,Coloured,6.34312
7,273,Indian or Asian,1.12459
7,273,White,65.35289
7,273,Other,6.89624
7,274,Black African,276.83342
7,274,Coloured,0
7,274,Indian or Asian,1.19894
7,274,White,5.33624
7,274,Other,4.57271
7,276,Black African,451.37515
7,276,Coloured,8.99672
7,276,Indian or Asian,9.3125
7,276,White,32.34496
7,276,Other,13.57895
7,277,Black African,55.22661
7,277,Coloured,7.87213
7,277,Indian or Asian,5.62295
7,277,White,34.8039
7,277,Other,3.37377
7,278,Black African,131.48305
7,278,Coloured,59.83035
7,278,Indian or Asian,6.34312
7,278,White,127.03682
7,278,Other,29.86557
7,279,Black African,202.07297
7,279,Coloured,2.96935
7,279,Indian or Asian,0
7,279,White,17.45894
7,279,Other,5.49836
7,280,Black African,212.26058
7,280,Coloured,6.65887
7,280,Indian or Asian,0
7,280,White,25.92204
7,280,Other,1.12459
7,281,Black African,1557.07083
7,281,Coloured,22.4918
7,281,Indian or Asian,33.61639
7,281,White,92.89862
7,281,Other,29.31369
7,282,Black African,1194.179
7,282,Coloured,1.14297
7,282,Indian or Asian,1.14297
7,282,White,5.79382
7,282,Other,5.846
7,283,Black African,1263.92126
7,283,Coloured,3.39215
7,283,Indian or Asian,8.24388
7,283,White,14.72895
7,283,Other,11.48733
7,284,Black African,827.77795
7,284,Coloured,0
7,284,Indian or Asian,0
7,284,White,1
7,284,Other,0
7,285,Black African,510.22331
7,285,Coloured,0
7,285,Indian or Asian,3.44812
7,285,White,7.85764
7,285,Other,8.03921
7,286,Black African,643.98152
7,286,Coloured,10.79124
7,286,Indian or Asian,0
7,286,White,15.17684
7,286,Other,4.60947
7,287,Black African,1544.53056
7,287,Coloured,12.46322
7,287,Indian or Asian,21.54752
7,287,White,56.38098
7,287,Other,4.39215
7,288,Black African,300.89995
7,288,Coloured,17.46443
7,288,Indian or Asian,11.2459
7,288,White,37.34234
7,288,Other,12.87213
7,289,Black African,255.63699
7,289,Coloured,52.45131
7,289,Indian or Asian,2.24918
7,289,White,132.72982
7,289,Other,10.12131
7,290,Black African,269.3723
7,290,Coloured,1.12459
7,290,Indian or Asian,3.52247
7,290,White,2.34191
7,290,Other,5.6865
7,291,Black African,96.33733
7,291,Coloured,3.54085
7,291,Indian or Asian,0
7,291,White,13.89658
7,291,Other,3.48488
7,292,Black African,513.32723
7,292,Coloured,0
7,292,Indian or Asian,4.73979
7,292,White,2.28594
7,292,Other,7.19364
7,293,Black African,584.04025
7,293,Coloured,2.22
7,293,Indian or Asian,5.73979
7,293,White,12.3017
7,293,Other,16.75555
7,294,Black African,1429.0269
7,294,Coloured,24.74098
7,294,Indian or Asian,18.96731
7,294,White,44.11589
7,294,Other,24.36067
7,295,Black African,1142.72053
7,295,Coloured,3.4665
7,295,Indian or Asian,9.14542
7,295,White,25.27532
7,295,Other,3.39215
7,296,Black African,1072.92656
7,296,Coloured,4.55812
7,296,Indian or Asian,10.15873
7,296,White,3.393
7,296,Other,0
7,297,Black African,324.58951
7,297,Coloured,0
7,297,Indian or Asian,3.54085
7,297,White,8.14297
7,297,Other,1.19894
7,298,Black African,279.18913
7,298,Coloured,0
7,298,Indian or Asian,1.19894
7,298,White,0
7,298,Other,14.61967
7,260,Black African,3013.7597
7,260,Coloured,257.37915
7,260,Indian or Asian,120.71146
7,260,White,1738.02502
7,260,Other,120.34242
7,299,Black African,2818.64711
7,299,Coloured,651.75357
7,299,Indian or Asian,333.50487
7,299,White,4786.934
7,299,Other,249.57359
7,460,Black African,130.85793
7,460,Coloured,30.37391
7,460,Indian or Asian,5.91326
7,460,White,79.06273
7,460,Other,9.43344
7,461,Black African,276.26502
7,461,Coloured,24.74121
7,461,Indian or Asian,11.80728
7,461,White,206.43025
7,461,Other,22.06342
7,462,Black African,211.80236
7,462,Coloured,12.25446
7,462,Indian or Asian,2.28226
7,462,White,46.26245
7,462,Other,3.52018
7,463,Black African,78.34372
7,463,Coloured,1.34439
7,463,Indian or Asian,11.8119
7,463,White,9.71294
7,463,Other,4.78616
7,464,Black African,192.72408
7,464,Coloured,1.08572
7,464,Indian or Asian,5.7359
7,464,White,157.10408
7,464,Other,8.07878
7,465,Black African,148.79767
7,465,Coloured,6.34288
7,465,Indian or Asian,4.58962
7,465,White,70.6515
7,465,Other,11.35058
7,466,Black African,234.24627
7,466,Coloured,2.17144
7,466,Indian or Asian,5.84382
7,466,White,79.63328
7,466,Other,3.58962
7,467,Black African,1989.7391
7,467,Coloured,66.18631
7,467,Indian or Asian,74.01719
7,467,White,1169.33854
7,467,Other,24.81474
7,468,Black African,162.82404
7,468,Coloured,1.19654
7,468,Indian or Asian,15.17822
7,468,White,143.14941
7,468,Other,6.73747
7,469,Black African,471.0156
7,469,Coloured,10.11266
7,469,Indian or Asian,29.76086
7,469,White,225.38089
7,469,Other,31.86925
7,470,Black African,728.65096
7,470,Coloured,16.53456
7,470,Indian or Asian,27.65596
7,470,White,687.4122
7,470,Other,16.1391
7,471,Black African,441.91109
7,471,Coloured,2
7,471,Indian or Asian,9.364
7,471,White,204.89994
7,471,Other,15.82365
7,472,Black African,1822.49013
7,472,Coloured,8.76075
7,472,Indian or Asian,35.15037
7,472,White,215.41779
7,472,Other,8.88052
7,473,Black African,331.40986
7,473,Coloured,9.8275
7,473,Indian or Asian,11.82652
7,473,White,278.95042
7,473,Other,7.17924
7,474,Black African,303.49847
7,474,Coloured,21.94556
7,474,Indian or Asian,3.40936
7,474,White,164.39336
7,474,Other,8.47209
7,475,Black African,930.07737
7,475,Coloured,31.79266
7,475,Indian or Asian,41.25321
7,475,White,549.92366
7,475,Other,32.97815
7,477,Black African,1044.90271
7,477,Coloured,69.43204
7,477,Indian or Asian,34.99286
7,477,White,1297.71127
7,477,Other,12.99572
7,478,Black African,4043.44394
7,478,Coloured,96.62221
7,478,Indian or Asian,50.28442
7,478,White,2922.77623
7,478,Other,31.62491
7,479,Black African,700.81978
7,479,Coloured,6.0287
7,479,Indian or Asian,19.67096
7,479,White,340.18346
7,479,Other,6.91326
7,499,Black African,4179.93049
7,499,Coloured,331.12316
7,499,Indian or Asian,122.36543
7,499,White,2666.86914
7,499,Other,60.26028
7,760,Black African,570743.7241
7,760,Coloured,7464.50707
7,760,Indian or Asian,6018.83953
7,760,White,78091.6859
7,760,Other,1646.64742
7,761,Black African,46019.64738
7,761,Coloured,1256.03496
7,761,Indian or Asian,594.87703
7,761,White,33677.29474
7,761,Other,331.40901
7,762,Black African,67544.11305
7,762,Coloured,729.18426
7,762,Indian or Asian,996.26451
7,762,White,16489.22217
7,762,Other,152.80724
7,763,Black African,235566.2801
7,763,Coloured,2314.35693
7,763,Indian or Asian,6637.79358
7,763,White,68117.84225
7,763,Other,1164.65546
7,764,Black African,90619.8946
7,764,Coloured,14227.51036
7,764,Indian or Asian,490.25189
7,764,White,27186.8628
7,764,Other,456.69309
7,765,Black African,81463.02656
7,765,Coloured,626.18244
7,765,Indian or Asian,236.15067
7,765,White,7051.04903
7,765,Other,357.90062
7,766,Black African,136200.8734
7,766,Coloured,1780.18354
7,766,Indian or Asian,370.96192
7,766,White,19893.4462
7,766,Other,316.9176
7,797,Black African,2178825.782
7,797,Coloured,78899.00261
7,797,Indian or Asian,54690.13229
7,797,White,459409.5419
7,797,Other,11401.27117
7,798,Black African,2850162.07
7,798,Coloured,229399.4695
7,798,Indian or Asian,175140.5026
7,798,White,484345.6128
7,798,Other,24053.7216
7,799,Black African,1836115.778
7,799,Coloured,48489.99581
7,799,Indian or Asian,42260.04235
7,799,White,505111.0601
7,799,Other,11317.99293
7,503,Black African,43.6227
7,503,Coloured,0
7,503,Indian or Asian,0
7,503,White,0
7,503,Other,1.21825
7,504,Black African,88.90648
7,504,Coloured,5.5843
7,504,Indian or Asian,2.3659
7,504,White,5.46664
7,504,Other,3.65638
7,505,Black African,14.86513
7,505,Coloured,1.1047
7,505,Indian or Asian,0
7,505,White,18.86684
7,505,Other,6.09615
7,506,Black African,614.61314
7,506,Coloured,48.09722
7,506,Indian or Asian,87.34599
7,506,White,3969.96655
7,506,Other,19.47788
7,560,Black African,14.18238
7,560,Coloured,3.21825
7,560,Indian or Asian,1.1047
7,560,White,8.42911
7,560,Other,0
7,561,Black African,121.09337
7,561,Coloured,25.51382
7,561,Indian or Asian,34.11095
7,561,White,826.4572
7,561,Other,4.88196
7,562,Black African,97.77422
7,562,Coloured,4.72792
7,562,Indian or Asian,11.75444
7,562,White,93.16292
7,562,Other,3.551
7,563,Black African,322.74559
7,563,Coloured,24.82158
7,563,Indian or Asian,17.13925
7,563,White,1282.69347
7,563,Other,3.63602
7,564,Black African,146.6631
7,564,Coloured,2.93861
7,564,Indian or Asian,0
7,564,White,105.65706
7,564,Other,2
7,565,Black African,33.31102
7,565,Coloured,1.5281
7,565,Indian or Asian,0
7,565,White,6.1124
7,565,Other,2.4365
7,566,Black African,1532.23113
7,566,Coloured,157.83938
7,566,Indian or Asian,308.38753
7,566,White,953.55429
7,566,Other,40.28126
7,567,Black African,56.37248
7,567,Coloured,0
7,567,Indian or Asian,14.82368
7,567,White,76.29151
7,567,Other,0
7,568,Black African,50.36335
7,568,Coloured,4.23818
7,568,Indian or Asian,7.91505
7,568,White,41.13765
7,568,Other,3.0562
7,514,Black African,1228.37814
7,514,Coloured,41.52134
7,514,Indian or Asian,85.46132
7,514,White,193.32019
7,514,Other,3.64172
7,569,Black African,325.33283
7,569,Coloured,0
7,569,Indian or Asian,4.78074
7,569,White,0
7,569,Other,1.21825
7,570,Black African,271.52996
7,570,Coloured,17.54772
7,570,Indian or Asian,25.30438
7,570,White,59.0829
7,570,Other,12.00986
7,571,Black African,379.22492
7,571,Coloured,1.5281
7,571,Indian or Asian,2.30404
7,571,White,74.89933
7,571,Other,2.4365
7,573,Black African,170.91423
7,573,Coloured,1.21825
7,573,Indian or Asian,0
7,573,White,8.62357
7,573,Other,0
7,582,Black African,90.31305
7,582,Coloured,2.35685
7,582,Indian or Asian,0
7,582,White,21.95649
7,582,Other,0
7,583,Black African,124.12735
7,583,Coloured,1.22315
7,583,Indian or Asian,5.55937
7,583,White,14.84747
7,583,Other,13.4463
7,584,Black African,52.40133
7,584,Coloured,0
7,584,Indian or Asian,0
7,584,White,50.01887
7,584,Other,2.75368
7,585,Black African,80.50391
7,585,Coloured,0
7,585,Indian or Asian,0
7,585,White,3.0562
7,585,Other,0
7,586,Black African,182.03445
7,586,Coloured,8.84851
7,586,Indian or Asian,8.97691
7,586,White,96.46502
7,586,Other,1.21825
7,538,Black African,876.76281
7,538,Coloured,63.31725
7,538,Indian or Asian,81.48022
7,538,White,1468.5818
7,538,Other,19.1054
7,542,Black African,179.83758
7,542,Coloured,5.8282
7,542,Indian or Asian,1.21825
7,542,White,4.74642
7,542,Other,1.21825
7,587,Black African,80.33688
7,587,Coloured,1.18198
7,587,Indian or Asian,0
7,587,White,75.45451
7,587,Other,0
7,588,Black African,38.70188
7,588,Coloured,1.1047
7,588,Indian or Asian,0
7,588,White,0
7,588,Other,0
7,589,Black African,130.46644
7,589,Coloured,26.42794
7,589,Indian or Asian,3.52997
7,589,White,198.65959
7,589,Other,10.99604
7,590,Black African,40.16728
7,590,Coloured,0
7,590,Indian or Asian,0
7,590,White,3.84131
7,590,Other,4.5843
7,594,Black African,121.95513
7,594,Coloured,0
7,594,Indian or Asian,1.21825
7,594,White,32.88884
7,594,Other,3.97926
7,595,Black African,44.07647
7,595,Coloured,0
7,595,Indian or Asian,0
7,595,White,96.77253
7,595,Other,2.41044
7,596,Black African,202.81143
7,596,Coloured,46.48892
7,596,Indian or Asian,5.79659
7,596,White,37.43647
7,596,Other,1
7,597,Black African,84.46864
7,597,Coloured,1.18198
7,597,Indian or Asian,0
7,597,White,10.02105
7,597,Other,0
7,598,Black African,388.95092
7,598,Coloured,2.28668
7,598,Indian or Asian,1.21825
7,598,White,0
7,598,Other,1.20522
7,574,Black African,315.92154
7,574,Coloured,19.91168
7,574,Indian or Asian,27.93907
7,574,White,131.60558
7,574,Other,18.2819
7,575,Black African,406.4036
7,575,Coloured,2.21825
7,575,Indian or Asian,0
7,575,White,1.08309
7,575,Other,4.78144
7,576,Black African,164.70881
7,576,Coloured,0
7,576,Indian or Asian,1
7,576,White,7.21306
7,576,Other,0
7,577,Black African,122.35333
7,577,Coloured,15.79436
7,577,Indian or Asian,17.26327
7,577,White,64.12309
7,577,Other,4.87463
7,524,Black African,2452.33429
7,524,Coloured,34.07268
7,524,Indian or Asian,139.83108
7,524,White,519.68114
7,524,Other,33.49698
7,525,Black African,150.82972
7,525,Coloured,8.27386
7,525,Indian or Asian,1.12387
7,525,White,75.28784
7,525,Other,4.88196
7,526,Black African,637.75427
7,526,Coloured,3.54594
7,526,Indian or Asian,10.01777
7,526,White,32.71358
7,526,Other,2.75368
7,529,Black African,524.75218
7,529,Coloured,13.00178
7,529,Indian or Asian,14.25151
7,529,White,200.83274
7,529,Other,6.05949
7,578,Black African,297.487
7,578,Coloured,1.18198
7,578,Indian or Asian,1.12387
7,578,White,42.50239
7,578,Other,3.54853
7,579,Black African,276.42217
7,579,Coloured,2.32295
7,579,Indian or Asian,2.22315
7,579,White,102.85515
7,579,Other,0
7,580,Black African,287.05974
7,580,Coloured,2.22315
7,580,Indian or Asian,1
7,580,White,1.15922
7,580,Other,8.53265
7,581,Black African,323.68019
7,581,Coloured,2.71008
7,581,Indian or Asian,1
7,581,White,8.52291
7,581,Other,4.45116
7,546,Black African,60.01286
7,546,Coloured,0
7,546,Indian or Asian,0
7,546,White,1.08309
7,546,Other,1.22315
7,591,Black African,143.83549
7,591,Coloured,13.0264
7,591,Indian or Asian,0
7,591,White,85.82756
7,591,Other,3.5461
7,592,Black African,640.4975
7,592,Coloured,47.2792
7,592,Indian or Asian,129.23372
7,592,White,2109.40019
7,592,Other,30.77188
7,593,Black African,53.36499
7,593,Coloured,3.40078
7,593,Indian or Asian,0
7,593,White,4.5843
7,593,Other,0
7,599,Black African,8178.50341
7,599,Coloured,975.1066
7,599,Indian or Asian,3002.87026
7,599,White,11926.2404
7,599,Other,233.7421
7,960,Black African,639.04992
7,960,Coloured,3.19149
7,960,Indian or Asian,9.90395
7,960,White,15.6748
7,960,Other,6.70863
7,961,Black African,591.49571
7,961,Coloured,4.18444
7,961,Indian or Asian,3.73104
7,961,White,153.29615
7,961,Other,18.55809
7,962,Black African,1344.2379
7,962,Coloured,19.84404
7,962,Indian or Asian,54.5313
7,962,White,1013.09518
7,962,Other,20.15211
7,963,Black African,744.24097
7,963,Coloured,22.87056
7,963,Indian or Asian,18.26348
7,963,White,631.0646
7,963,Other,1.44102
7,964,Black African,353.98651
7,964,Coloured,25.96385
7,964,Indian or Asian,6.95599
7,964,White,541.13979
7,964,Other,9.22245
7,965,Black African,209.8452
7,965,Coloured,0
7,965,Indian or Asian,2
7,965,White,16.99778
7,965,Other,1.14501
7,966,Black African,2007.51597
7,966,Coloured,6.23756
7,966,Indian or Asian,4.58919
7,966,White,14.30371
7,966,Other,1.14501
7,967,Black African,563.80937
7,967,Coloured,10.05409
7,967,Indian or Asian,15.35932
7,967,White,256.8258
7,967,Other,0
7,968,Black African,2400.43527
7,968,Coloured,109.86134
7,968,Indian or Asian,53.6782
7,968,White,724.61172
7,968,Other,4.79487
7,969,Black African,914.58917
7,969,Coloured,0
7,969,Indian or Asian,10.95955
7,969,White,66.24271
7,969,Other,1
7,970,Black African,1196.34202
7,970,Coloured,0
7,970,Indian or Asian,6.77536
7,970,White,6.51337
7,970,Other,13.30718
7,973,Black African,903.43684
7,973,Coloured,0
7,973,Indian or Asian,10.25774
7,973,White,41.03991
7,973,Other,3.83489
7,974,Black African,7766.42537
7,974,Coloured,163.25151
7,974,Indian or Asian,212.16515
7,974,White,1960.21645
7,974,Other,62.84675
7,976,Black African,1967.15123
7,976,Coloured,4.82617
7,976,Indian or Asian,7.16607
7,976,White,20.53453
7,976,Other,2.29002
7,977,Black African,1567.44595
7,977,Coloured,32.68302
7,977,Indian or Asian,7.62781
7,977,White,1443.19575
7,977,Other,12.96561
7,978,Black African,2403.65646
7,978,Coloured,85.902
7,978,Indian or Asian,53.40514
7,978,White,1353.63017
7,978,Other,26.46239
7,979,Black African,386.88312
7,979,Coloured,9.18322
7,979,Indian or Asian,4.11645
7,979,White,517.08502
7,979,Other,11.47275
7,980,Black African,712.47547
7,980,Coloured,3.93932
7,980,Indian or Asian,10.95238
7,980,White,983.41479
7,980,Other,9.22695
7,981,Black African,1124.44876
7,981,Coloured,29.22566
7,981,Indian or Asian,27.54413
7,981,White,1289.67061
7,981,Other,15.24684
7,982,Black African,2857.55423
7,982,Coloured,23.64739
7,982,Indian or Asian,30.0883
7,982,White,791.12943
7,982,Other,32.38216
7,983,Black African,979.15291
7,983,Coloured,9.29338
7,983,Indian or Asian,22.49683
7,983,White,139.66119
7,983,Other,14.89354
7,984,Black African,2556.71554
7,984,Coloured,13.67882
7,984,Indian or Asian,25.03055
7,984,White,359.01989
7,984,Other,24.17088
7,985,Black African,1599.52838
7,985,Coloured,4.27267
7,985,Indian or Asian,5.6777
7,985,White,1.14501
