province_from,municipality_to,population_group,flow
5,289,Indian or Asian,3.37377
5,289,White,48.89668
5,289,Other,0
5,290,Black African,917.39285
5,290,Coloured,21.932
5,290,Indian or Asian,20.37211
5,290,White,11.59761
5,290,Other,7.89051
5,291,Black African,230.3667
5,291,Coloured,19.45655
5,291,Indian or Asian,10.67852
5,291,White,18.27146
5,291,Other,3.59682
5,292,Black African,410.9366
5,292,Coloured,1.19894
5,292,Indian or Asian,2.32353
5,292,White,3.48194
5,292,Other,2.24918
5,293,Black African,310.96302
5,293,Coloured,3
5,293,Indian or Asian,2.32353
5,293,White,8.19894
5,293,Other,0
5,294,Black African,979.06176
5,294,Coloured,50.31092
5,294,Indian or Asian,103.43615
5,294,White,28.13526
5,294,Other,15.49508
5,295,Black African,2049.1209
5,295,Coloured,76.38751
5,295,Indian or Asian,46.67764
5,295,White,143.60938
5,295,Other,11.3946
5,296,Black African,1017.32106
5,296,Coloured,2.39788
5,296,Indian or Asian,21.69049
5,296,White,5.47921
5,296,Other,0
5,297,Black African,1802.633
5,297,Coloured,21.93311
5,297,Indian or Asian,11.98897
5,297,White,6.283
5,297,Other,0
5,298,Black African,349.00962
5,298,Coloured,1.19894
5,298,Indian or Asian,11.46895
5,298,White,0
5,298,Other,1.12459
5,260,Black African,1233.75865
5,260,Coloured,155.81965
5,260,Indian or Asian,402.15686
5,260,White,674.4107
5,260,Other,26.61639
5,299,Black African,1170.79395
5,299,Coloured,157.19342
5,299,Indian or Asian,448.5288
5,299,White,1343.40526
5,299,Other,32.95951
5,460,Black African,78.01608
5,460,Coloured,4.25341
5,460,Indian or Asian,1.10786
5,460,White,15.50511
5,460,Other,2.54093
5,461,Black African,27.75374
5,461,Coloured,3.59859
5,461,Indian or Asian,12.52366
5,461,White,35.89824
5,461,Other,0
5,462,Black African,16.69426
5,462,Coloured,2.17144
5,462,Indian or Asian,3.31693
5,462,White,8.67235
5,462,Other,0
5,463,Black African,16.78731
5,463,Coloured,0
5,463,Indian or Asian,2.45225
5,463,White,15.48513
5,463,Other,2.32364
5,464,Black African,42.49351
5,464,Coloured,1.08572
5,464,Indian or Asian,6.63386
5,464,White,30.36074
5,464,Other,2.39308
5,465,Black African,33.18788
5,465,Coloured,0
5,465,Indian or Asian,2.28226
5,465,White,21.81895
5,465,Other,0
5,466,Black African,13.86442
5,466,Coloured,0
5,466,Indian or Asian,2.3044
5,466,White,11.31975
5,466,Other,0
5,467,Black African,708.0512
5,467,Coloured,17.68004
5,467,Indian or Asian,57.40426
5,467,White,308.62123
5,467,Other,9.49853
5,468,Black African,29.90569
5,468,Coloured,0
5,468,Indian or Asian,1.19654
5,468,White,47.96918
5,468,Other,0
5,469,Black African,82.4406
5,469,Coloured,16.73938
5,469,Indian or Asian,55.37006
5,469,White,82.14191
5,469,Other,3.36048
5,470,Black African,1580.37032
5,470,Coloured,27.8189
5,470,Indian or Asian,54.5574
5,470,White,527.2491
5,470,Other,2.39308
5,471,Black African,125.1632
5,471,Coloured,2.19358
5,471,Indian or Asian,6.7004
5,471,White,68.52132
5,471,Other,1.10786
5,472,Black African,2442.60731
5,472,Coloured,11.07503
5,472,Indian or Asian,175.53957
5,472,White,158.28438
5,472,Other,5.52061
5,473,Black African,328.77851
5,473,Coloured,1.08572
5,473,Indian or Asian,6.99898
5,473,White,159.20538
5,473,Other,3.47505
5,474,Black African,45.37533
5,474,Coloured,6.95907
5,474,Indian or Asian,17.3011
5,474,White,38.17191
5,474,Other,3.29479
5,475,Black African,111.19948
5,475,Coloured,10.04914
5,475,Indian or Asian,15.81787
5,475,White,110.04733
5,475,Other,0
5,477,Black African,71.53972
5,477,Coloured,0
5,477,Indian or Asian,8.91612
5,477,White,159.55655
5,477,Other,1.19654
5,478,Black African,542.61758
5,478,Coloured,37.50518
5,478,Indian or Asian,83.3372
5,478,White,259.59923
5,478,Other,7.68721
5,479,Black African,131.18325
5,479,Coloured,0
5,479,Indian or Asian,0
5,479,White,75.15696
5,479,Other,1.19654
5,499,Black African,1062.70983
5,499,Coloured,56.67309
5,499,Indian or Asian,212.77954
5,499,White,904.87311
5,499,Other,16.99707
5,760,Black African,2386.12948
5,760,Coloured,38.59982
5,760,Indian or Asian,268.91991
5,760,White,708.65433
5,760,Other,26.42163
5,761,Black African,522.72228
5,761,Coloured,24.29904
5,761,Indian or Asian,19.9412
5,761,White,469.16822
5,761,Other,1.95551
5,762,Black African,725.52737
5,762,Coloured,9.65857
5,762,Indian or Asian,72.68856
5,762,White,287.32753
5,762,Other,9.5911
5,763,Black African,2633.8724
5,763,Coloured,19.06685
5,763,Indian or Asian,182.7214
5,763,White,754.36264
5,763,Other,9.5911
5,764,Black African,675.276
5,764,Coloured,22.63176
5,764,Indian or Asian,39.22848
5,764,White,235.90023
5,764,Other,1.95551
5,765,Black African,2000.03454
5,765,Coloured,2.30535
5,765,Indian or Asian,11.68209
5,765,White,64.62444
5,765,Other,0
5,766,Black African,1816.28803
5,766,Coloured,13.99991
5,766,Indian or Asian,22.06617
5,766,White,204.2617
5,766,Other,7.82204
5,797,Black African,41544.62898
5,797,Coloured,1002.43409
5,797,Indian or Asian,7295.20527
5,797,White,6439.03988
5,797,Other,199.63998
5,798,Black African,59396.041
5,798,Coloured,2417.05489
5,798,Indian or Asian,21182.01267
5,798,White,8852.25227
5,798,Other,377.94306
5,799,Black African,11811.75354
5,799,Coloured,667.13957
5,799,Indian or Asian,4703.08127
5,799,White,7399.66857
5,799,Other,170.93443
5,503,Black African,158328.4447
5,503,Coloured,159.05918
5,503,Indian or Asian,168.68717
5,503,White,141.89363
5,503,Other,94.16943
5,504,Black African,92212.79558
5,504,Coloured,1045.523
5,504,Indian or Asian,333.4332
5,504,White,365.30662
5,504,Other,91.85478
5,505,Black African,50810.8215
5,505,Coloured,74.59698
5,505,Indian or Asian,86.98332
5,505,White,310.80351
5,505,Other,17.00838
5,506,Black African,197104.9672
5,506,Coloured,3175.83305
5,506,Indian or Asian,12474.62899
5,506,White,19555.72965
5,506,Other,332.14475
5,560,Black African,75748.66226
5,560,Coloured,104.35562
5,560,Indian or Asian,370.19489
5,560,White,152.17221
5,560,Other,43.02145
5,561,Black African,56154.26949
5,561,Coloured,738.57341
5,561,Indian or Asian,10277.15593
5,561,White,4711.66441
5,561,Other,154.40502
5,562,Black African,98828.1764
5,562,Coloured,222.71314
5,562,Indian or Asian,1768.6427
5,562,White,2532.0319
5,562,Other,128.13537
5,563,Black African,63482.066
5,563,Coloured,1210.53436
5,563,Indian or Asian,3321.51314
5,563,White,13528.36206
5,563,Other,152.9448
5,564,Black African,33709.28515
5,564,Coloured,164.24909
5,564,Indian or Asian,587.67548
5,564,White,1537.97122
5,564,Other,72.93345
5,565,Black African,32528.62543
5,565,Coloured,80.86304
5,565,Indian or Asian,41.12302
5,565,White,140.04235
5,565,Other,27.27624
5,566,Black African,476608.8713
5,566,Coloured,16658.44674
5,566,Indian or Asian,59084.26649
5,566,White,31997.13055
5,566,Other,1261.35145
5,567,Black African,56479.45182
5,567,Coloured,118.16214
5,567,Indian or Asian,531.57685
5,567,White,2123.96852
5,567,Other,87.68213
5,568,Black African,59306.96171
5,568,Coloured,527.06656
5,568,Indian or Asian,683.13517
5,568,White,1491.87374
5,568,Other,83.90217
5,514,Black African,210932.1767
5,514,Coloured,2054.756
5,514,Indian or Asian,9786.88195
5,514,White,5523.79136
5,514,Other,285.05587
5,569,Black African,102167.3716
5,569,Coloured,86.69132
5,569,Indian or Asian,150.79718
5,569,White,69.69704
5,569,Other,30.86351
5,570,Black African,73029.77813
5,570,Coloured,1066.43292
5,570,Indian or Asian,4698.60132
5,570,White,1692.47109
5,570,Other,158.3505
5,571,Black African,125550.5981
5,571,Coloured,149.65514
5,571,Indian or Asian,368.26266
5,571,White,1799.89763
5,571,Other,129.75216
5,573,Black African,111564.2702
5,573,Coloured,65.88131
5,573,Indian or Asian,97.14729
5,573,White,196.46221
5,573,Other,46.88209
5,582,Black African,154166.8891
5,582,Coloured,109.93296
5,582,Indian or Asian,152.08783
5,582,White,275.9545
5,582,Other,115.82188
5,583,Black African,183108.1819
5,583,Coloured,168.73842
5,583,Indian or Asian,343.66926
5,583,White,282.20859
5,583,Other,259.19549
5,584,Black African,33130.03057
5,584,Coloured,73.38661
5,584,Indian or Asian,67.04845
5,584,White,586.12086
5,584,Other,23.52428
5,585,Black African,70585.47096
5,585,Coloured,68.49498
5,585,Indian or Asian,104.82742
5,585,White,37.11979
5,585,Other,86.48062
5,586,Black African,169595.0411
5,586,Coloured,521.25032
5,586,Indian or Asian,465.11503
5,586,White,1215.97993
5,586,Other,123.23257
5,538,Black African,277175.8883
5,538,Coloured,2626.86311
5,538,Indian or Asian,12187.76283
5,538,White,20622.39505
5,538,Other,490.45597
5,542,Black African,112499.5787
5,542,Coloured,76.44969
5,542,Indian or Asian,89.10706
5,542,White,121.34774
5,542,Other,86.59706
5,587,Black African,120149.0655
5,587,Coloured,212.31652
5,587,Indian or Asian,245.8298
5,587,White,790.39811
5,587,Other,76.62853
5,588,Black African,73546.20836
5,588,Coloured,115.07778
5,588,Indian or Asian,108.34199
5,588,White,110.43017
5,588,Other,52.09832
5,589,Black African,205222.1937
5,589,Coloured,1110.24871
5,589,Indian or Asian,1372.91171
5,589,White,2709.17776
5,589,Other,230.96369
5,590,Black African,46727.32074
5,590,Coloured,208.07903
5,590,Indian or Asian,108.35736
5,590,White,276.4134
5,590,Other,45.76674
5,594,Black African,98154.95347
5,594,Coloured,222.44485
5,594,Indian or Asian,99.32586
5,594,White,713.53513
5,594,Other,63.97603
5,595,Black African,10739.83629
5,595,Coloured,72.56187
5,595,Indian or Asian,17.03747
5,595,White,987.35283
5,595,Other,17.95466
5,596,Black African,50645.13018
5,596,Coloured,5095.63875
5,596,Indian or Asian,619.42781
5,596,White,1898.44384
5,596,Other,87.72076
5,597,Black African,97398.63206
5,597,Coloured,1120.18512
5,597,Indian or Asian,353.35816
5,597,White,730.49832
5,597,Other,57.70883
5,598,Black African,176165.0807
5,598,Coloured,560.66904
5,598,Indian or Asian,157.20312
5,598,White,132.08555
5,598,Other,65.42116
5,574,Black African,51431.46618
5,574,Coloured,1574.09957
5,574,Indian or Asian,3669.30594
5,574,White,3962.9178
5,574,Other,146.71087
5,575,Black African,163247.7108
5,575,Coloured,93.13412
5,575,Indian or Asian,146.03752
5,575,White,88.44002
5,575,Other,65.72879
5,576,Black African,175425.9719
5,576,Coloured,149.34073
5,576,Indian or Asian,220.18207
5,576,White,202.2077
5,576,Other,67.42578
5,577,Black African,95136.22359
5,577,Coloured,684.53227
5,577,Indian or Asian,2193.76764
5,577,White,1861.30708
5,577,Other,117.46705
5,524,Black African,322282.5253
5,524,Coloured,2474.34942
5,524,Indian or Asian,10933.39853
5,524,White,12550.53506
5,524,Other,448.3808
5,525,Black African,29852.77197
5,525,Coloured,364.06274
5,525,Indian or Asian,19.70382
5,525,White,1637.96139
5,525,Other,61.83139
5,526,Black African,98043.60587
5,526,Coloured,230.20039
5,526,Indian or Asian,1355.69629
5,526,White,678.09319
5,526,Other,41.90505
5,529,Black African,194916.223
5,529,Coloured,874.74384
5,529,Indian or Asian,772.40756
5,529,White,6448.36496
5,529,Other,141.81167
5,578,Black African,78766.98681
5,578,Coloured,50.68127
5,578,Indian or Asian,119.30876
5,578,White,1273.75423
5,578,Other,64.1627
5,579,Black African,121798.0799
5,579,Coloured,88.24935
5,579,Indian or Asian,145.55854
5,579,White,1656.60006
5,579,Other,92.54383
5,580,Black African,191484.745
5,580,Coloured,224.61721
5,580,Indian or Asian,271.225
5,580,White,139.01405
5,580,Other,79.65065
5,581,Black African,184243.9893
5,581,Coloured,155.26804
5,581,Indian or Asian,204.98214
5,581,White,242.69235
5,581,Other,181.16497
5,546,Black African,95860.31323
5,546,Coloured,69.45037
5,546,Indian or Asian,90.10462
5,546,White,91.13603
5,546,Other,43.45578
5,591,Black African,131114.0484
5,591,Coloured,654.86236
5,591,Indian or Asian,2251.77058
5,591,White,1129.7246
5,591,Other,125.44055
5,592,Black African,171832.8215
5,592,Coloured,2060.64622
5,592,Indian or Asian,31984.6983
5,592,White,9008.74948
5,592,Other,711.96302
5,593,Black African,136944.429
5,593,Coloured,174.6503
5,593,Indian or Asian,980.33179
5,593,White,371.16534
5,593,Other,609.23562
5,599,Black African,2413761.013
5,599,Coloured,80320.55869
5,599,Indian or Asian,558724.8956
5,599,White,196037.2733
5,599,Other,10185.74997
5,960,Black African,24.12322
5,960,Coloured,0
5,960,Indian or Asian,3.25915
5,960,White,0
5,960,Other,0
5,961,Black African,24.28365
5,961,Coloured,0
5,961,Indian or Asian,6.11168
5,961,White,11.51313
5,961,Other,0
5,962,Black African,96.03059
5,962,Coloured,2.46882
5,962,Indian or Asian,16.56194
5,962,White,109.79405
5,962,Other,0
5,963,Black African,95.45632
5,963,Coloured,8.3539
5,963,Indian or Asian,8.38081
5,963,White,110.52769
5,963,Other,0
5,964,Black African,16.54072
5,964,Coloured,0
5,964,Indian or Asian,1.44102
5,964,White,51.29489
5,964,Other,0
5,965,Black African,2.12766
5,965,Coloured,0
5,965,Indian or Asian,0
5,965,White,6.46416
5,965,Other,0
5,966,Black African,81.44091
5,966,Coloured,2.46882
5,966,Indian or Asian,1.06383
5,966,White,2.48356
5,966,Other,0
5,967,Black African,31.25674
5,967,Coloured,1.23441
5,967,Indian or Asian,10.49113
5,967,White,60.70693
5,967,Other,0
5,968,Black African,62.89637
5,968,Coloured,8.12433
5,968,Indian or Asian,11.42781
5,968,White,118.51794
5,968,Other,4.09766
5,969,Black African,19.8422
5,969,Coloured,1.59222
5,969,Indian or Asian,0
5,969,White,6.36888
5,969,Other,0
5,970,Black African,18.92453
5,970,Coloured,0
5,970,Indian or Asian,1.14501
5,970,White,0
5,970,Other,0
5,973,Black African,42.1299
5,973,Coloured,1.1593
5,973,Indian or Asian,0
5,973,White,15.34322
5,973,Other,0
5,974,Black African,407.14648
5,974,Coloured,4.06104
5,974,Indian or Asian,160.07665
5,974,White,258.2467
5,974,Other,10.6566
5,976,Black African,46.51878
5,976,Coloured,0
5,976,Indian or Asian,0
5,976,White,1.23441
5,976,Other,0
5,977,Black African,454.97726
5,977,Coloured,2.46882
5,977,Indian or Asian,14.61522
5,977,White,131.92317
5,977,Other,0
5,978,Black African,466.03103
5,978,Coloured,43.2953
5,978,Indian or Asian,51.42249
5,978,White,193.94515
5,978,Other,0
5,979,Black African,30.89878
5,979,Coloured,0
5,979,Indian or Asian,1.44102
5,979,White,41.28749
5,979,Other,0
5,980,Black African,64.5424
5,980,Coloured,0
5,980,Indian or Asian,2.88204
5,980,White,87.66798
5,980,Other,0
5,981,Black African,56.26174
5,981,Coloured,0
5,981,Indian or Asian,7.15899
5,981,White,114.82223
5,981,Other,0
5,982,Black African,75.77446
5,982,Coloured,1.24915
5,982,Indian or Asian,22.60747
5,982,White,101.28986
5,982,Other,0
5,983,Black African,20.52575
5,983,Coloured,2.48356
5,983,Indian or Asian,0
5,983,White,21.69687
5,983,Other,1.14501
5,984,Black African,167.16607
5,984,Coloured,5.84049
5,984,Indian or Asian,17.43327
5,984,White,36.75921
5,984,Other,0
5,985,Black African,29.51955
5,985,Coloured,1.11211
5,985,Indian or Asian,0
5,985,White,0
5,985,Other,0
5,986,Black African,29.49628
5,986,Coloured,0
5,986,Indian or Asian,0
5,986,White,7.53182
5,986,Other,0
5,987,Black African,246.28857
5,987,Coloured,3.18444
5,987,Indian or Asian,51.44311
5,987,White,79.65733
5,987,Other,1.24915
5,860,Black African,821.36859
5,860,Coloured,4.49541
5,860,Indian or Asian,11.02775
5,860,White,90.83966
5,860,Other,1.57117
5,861,Black African,1764.62212
5,861,Coloured,18.06013
5,861,Indian or Asian,119.78293
5,861,White,428.82077
5,861,Other,11.42215
5,862,Black African,2644.23725
5,862,Coloured,36.0496
5,862,Indian or Asian,49.97124
5,862,White,258.37076
5,862,Other,21.06115
5,863,Black African,1110.34232
5,863,Coloured,6.56732
5,863,Indian or Asian,65.6732
5,863,White,178.97612
5,863,Other,11.49281
5,864,Black African,1039.44404
5,864,Coloured,30.48228
5,864,Indian or Asian,83.52418
5,864,White,235.72077
5,864,Other,3.28366
5,865,Black African,336.39924
5,865,Coloured,3.28366
5,865,Indian or Asian,17.77647
5,865,White,67.46122
5,865,Other,0
5,866,Black African,3698.88602
5,866,Coloured,174.54117
5,866,Indian or Asian,468.23397
5,866,White,692.38176
5,866,Other,16.4183
5,867,Black African,454.75724
5,867,Coloured,14.63515
5,867,Indian or Asian,12.06783
5,867,White,157.21018
5,867,Other,1.64183
5,868,Black African,3931.26718
5,868,Coloured,73.88235
5,868,Indian or Asian,338.66404
5,868,White,962.78524
5,868,Other,9.20915
5,869,Black African,2066.43503
5,869,Coloured,64.96071
5,869,Indian or Asian,275.76063
5,869,White,1033.03935
5,869,Other,3.213
5,870,Black African,120.86669
5,870,Coloured,1.64183
5,870,Indian or Asian,22.98562
5,870,White,73.24539
5,870,Other,4.78417
5,871,Black African,452.24823
5,871,Coloured,3.89051
5,871,Indian or Asian,3.28366
5,871,White,5.83785
5,871,Other,1.09557
5,872,Black African,138.7613
5,872,Coloured,0
5,872,Indian or Asian,0
5,872,White,0
5,872,Other,0
5,873,Black African,158.12225
5,873,Coloured,5.92549
5,873,Indian or Asian,16.4183
5,873,White,219.59666
5,873,Other,1.64183
5,874,Black African,1210.09152
5,874,Coloured,95.18357
5,874,Indian or Asian,222.04074
5,874,White,1200.0728
5,874,Other,15.41497
5,875,Black African,149.09499
5,875,Coloured,0
5,875,Indian or Asian,7.56732
5,875,White,137.55986
5,875,Other,0
5,876,Black African,376.03093
5,876,Coloured,6.08148
5,876,Indian or Asian,49.76666
5,876,White,159.42806
5,876,Other,0
5,877,Black African,122.46383
5,877,Coloured,0
5,877,Indian or Asian,1
5,877,White,38.96705
5,877,Other,0
5,660,Black African,126.58924
5,660,Coloured,0
5,660,Indian or Asian,4
5,660,White,0
5,660,Other,0
5,661,Black African,1319.68844
5,661,Coloured,18.79556
5,661,Indian or Asian,82.5726
5,661,White,512.97216
5,661,Other,0
5,662,Black African,1931.66209
5,662,Coloured,44.38797
5,662,Indian or Asian,100.46107
5,662,White,609.82862
5,662,Other,8.07054
5,663,Black African,47.56502
5,663,Coloured,0
5,663,Indian or Asian,4.03527
5,663,White,81.80893
5,663,Other,0
5,664,Black African,272.37489
5,664,Coloured,6.69018
5,664,Indian or Asian,26.6789
5,664,White,27.53874
5,664,Other,1.15376
5,665,Black African,22.2069
5,665,Coloured,0
5,665,Indian or Asian,1.27617
5,665,White,2.17204
5,665,Other,0
5,666,Black African,41.88996
5,666,Coloured,0
5,666,Indian or Asian,2.34509
5,666,White,24.03451
5,666,Other,4.722
5,667,Black African,247.43394
5,667,Coloured,18.00672
5,667,Indian or Asian,26.99954
5,667,White,35.50279
5,667,Other,3.58739
5,668,Black African,49.92787
5,668,Coloured,1.34509
5,668,Indian or Asian,13.4509
5,668,White,58.01424
5,668,Other,2.55674
5,669,Black African,43.94656
5,669,Coloured,1.34509
5,669,Indian or Asian,15.4509
5,669,White,66.72871
5,669,Other,2.69018
5,670,Black African,60.13222
5,670,Coloured,10.76072
5,670,Indian or Asian,2.69018
5,670,White,27.59864
5,670,Other,2.34509
5,671,Black African,21.46174
5,671,Coloured,0
5,671,Indian or Asian,0
5,671,White,7.38036
5,671,Other,1
5,672,Black African,44.3207
5,672,Coloured,1.13301
5,672,Indian or Asian,1.13301
5,672,White,6.90082
5,672,Other,0
5,673,Black African,25.00488
5,673,Coloured,0
5,673,Indian or Asian,0
5,673,White,85.35165
5,673,Other,0
5,674,Black African,51.81347
5,674,Coloured,0
5,674,Indian or Asian,0
5,674,White,2.69018
5,674,Other,1.13301
5,675,Black African,27.92284
5,675,Coloured,0
5,675,Indian or Asian,0
5,675,White,47.37931
5,675,Other,0
5,676,Black African,185.97217
5,676,Coloured,12.07054
5,676,Indian or Asian,26.14108
5,676,White,487.30538
5,676,Other,2.34509
5,677,Black African,841.30222
5,677,Coloured,19.27785
5,677,Indian or Asian,49.90944
5,677,White,562.41969
5,677,Other,3.69018
5,678,Black African,42.12823
5,678,Coloured,0
5,678,Indian or Asian,5.24692
5,678,White,27.55671
5,678,Other,2.69018
5,363,Black African,10.16535
5,363,Coloured,2.29636
5,363,Indian or Asian,1.24163
5,363,White,12.89024
5,363,Other,0
5,364,Black African,17.08907
